sample	unit	fq1	fq2	readlen	desiree_layers	desiree_layers_geno	rp_layer_geno	rp_layers
BB_82	BORD_00080	BORD_00080.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_83	BORD_00081	BORD_00081.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_84	BORD_00082	BORD_00082.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_85	BORD_00083	BORD_00083.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_86	BORD_00084	BORD_00084.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_87	BORD_00085	BORD_00085.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_88	BORD_00086	BORD_00086.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_89	BORD_00087	BORD_00087.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_9	BORD_00009	BORD_00009.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_90	BORD_00088	BORD_00088.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_91	BORD_00089	BORD_00089.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_92	BORD_00090	BORD_00090.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_93	BORD_00091	BORD_00091.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_94	BORD_00092	BORD_00092.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_95	BORD_00093	BORD_00093.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_96	BORD_00094	BORD_00094.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_97	BORD_00095	BORD_00095.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_98	BORD_00096	BORD_00096.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
BB_99	BORD_00097	BORD_00097.fq.gz	NaN	short	FALSE	FALSE	TRUE	FALSE
CIP_Desiree	KFRAG_01506	KFRAG_01506-1.fq.gz	KFRAG_01506-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
CIP_Desiree	KFRAG_01506_b	KFRAG_01506_b-1.fq.gz	KFRAG_01506_b-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
CNRS_Desiree	SRR8261493	SRR8261493_1.fastq.gz	SRR8261493_2.fastq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_2021	CSFP210001504_HY5JKDSXY_L1	C_DES_C_CSFP210001504-1a_HY5JKDSXY_L1_1.fq.gz	C_DES_C_CSFP210001504-1a_HY5JKDSXY_L1_2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_2021	CSFP210001504_HY5KHDSXY_L1	C_DES_C_CSFP210001504-1a_HY5KHDSXY_L1_1.fq.gz	C_DES_C_CSFP210001504-1a_HY5KHDSXY_L1_2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_root	KFRAG_01587	KFRAG_01587-1.fq.gz	KFRAG_01587-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_root	KFRAG_01587_run2	KFRAG_01587_run2-1.fq.gz	KFRAG_01587_run2-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_root	KFRAG_01587_run3	KFRAG_01587_run3-1.fq.gz	KFRAG_01587_run3-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_trichome	CDT7	CDT7-1.fq.gz	CDT7-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
Cornell_Desiree_trichome	CDT8	CDT8-1.fq.gz	CDT8-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
D140	KFRAG_01583_AVT0014_lane1	Kirk_D140-1.fq.gz	Kirk_D140-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D140	KFRAG_01583_AVT0014_lane2	Kirk_D140_lane2-1.fq.gz	Kirk_D140_lane2-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D140	KFRAG_01583_AVT0019_lane1	D140-1.fq.gz	D140-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D3	KFRAG_01581_AVT0014_lane1	Kirk_D3-1.fq.gz	Kirk_D3-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D3	KFRAG_01581_AVT0014_lane2	Kirk_D3_lane2-1.fq.gz	Kirk_D3_lane2-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D59	KFRAG_01582_AVT0014_lane1	Kirk_D59-1.fq.gz	Kirk_D59-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D59	KFRAG_01582_AVT0014_lane2	Kirk_D59_lane2-1.fq.gz	Kirk_D59_lane2-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
D59	KFRAG_01582_AVT0019_lane1	D59-1.fq.gz	D59-2.fq.gz	short	FALSE	FALSE	TRUE	TRUE
IPK_Depesche	KFRAG_01580_lane1	IPK_Depesche-1.fq.gz	IPK_Depesche-2.fq.gz	short	TRUE	FALSE	TRUE	FALSE
IPK_Depesche	KFRAG_01580_lane2	IPK_Depesche_lane2-1.fq.gz	IPK_Depesche_lane2-2.fq.gz	short	TRUE	FALSE	TRUE	FALSE
IPK_Desiree	KFRAG_01577_lane1	IPK_Desiree-1.fq.gz	IPK_Desiree-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
IPK_Desiree	KFRAG_01577_lane2	IPK_Desiree_lane2-1.fq.gz	IPK_Desiree_lane2-2.fq.gz	short	TRUE	TRUE	TRUE	FALSE
IPK_Urgenta	KFRAG_01579_AVT0014_lane1	IPK_Urgenta-1.fq.gz	IPK_Urgenta-2.fq.gz	short	TRUE	FALSE	TRUE	TRUE
IPK_Urgenta	KFRAG_01579_AVT0014_lane2	IPK_Urgenta_lane2-1.fq.gz	IPK_Urgenta_lane2-2.fq.gz	short	TRUE	FALSE	TRUE	TRUE
MF93_S1_1	KFRAG_01521_A00953:535:HTK2MDSX3:4	MF93_S1_1_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_1_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_1	KFRAG_01521_A00953:538:HTHK7DSX3:4	MF93_S1_1_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_1_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_10	KFRAG_01530_A00953:535:HTK2MDSX3:4	MF93_S1_10_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_10_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_10	KFRAG_01530_A00953:538:HTHK7DSX3:4	MF93_S1_10_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_10_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_11	KFRAG_01531_A00953:535:HTK2MDSX3:4	MF93_S1_11_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_11_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_11	KFRAG_01531_A00953:538:HTHK7DSX3:4	MF93_S1_11_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_11_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_12	KFRAG_01532_A00953:535:HTK2MDSX3:4	MF93_S1_12_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_12_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_12	KFRAG_01532_A00953:538:HTHK7DSX3:4	MF93_S1_12_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_12_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_13	KFRAG_01533_A00953:535:HTK2MDSX3:4	MF93_S1_13_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_13_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_13	KFRAG_01533_A00953:538:HTHK7DSX3:4	MF93_S1_13_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_13_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_14	KFRAG_01534_A00953:535:HTK2MDSX3:4	MF93_S1_14_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_14_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_14	KFRAG_01534_A00953:538:HTHK7DSX3:4	MF93_S1_14_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_14_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_15	KFRAG_01535_A00953:535:HTK2MDSX3:4	MF93_S1_15_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_15_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_15	KFRAG_01535_A00953:538:HTHK7DSX3:4	MF93_S1_15_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_15_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_16	KFRAG_01536_A00953:535:HTK2MDSX3:4	MF93_S1_16_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_16_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_16	KFRAG_01536_A00953:538:HTHK7DSX3:4	MF93_S1_16_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_16_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_17	KFRAG_01537_A00953:535:HTK2MDSX3:4	MF93_S1_17_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_17_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_17	KFRAG_01537_A00953:538:HTHK7DSX3:4	MF93_S1_17_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_17_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_18	KFRAG_01538_A00953:535:HTK2MDSX3:4	MF93_S1_18_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_18_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_18	KFRAG_01538_A00953:538:HTHK7DSX3:4	MF93_S1_18_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_18_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_19	KFRAG_01539_A00953:535:HTK2MDSX3:4	MF93_S1_19_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_19_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_19	KFRAG_01539_A00953:538:HTHK7DSX3:4	MF93_S1_19_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_19_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_2	KFRAG_01522_A00953:535:HTK2MDSX3:4	MF93_S1_2_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_2_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_2	KFRAG_01522_A00953:538:HTHK7DSX3:4	MF93_S1_2_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_2_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_20	KFRAG_01540_A00953:535:HTK2MDSX3:4	MF93_S1_20_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_20_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_20	KFRAG_01540_A00953:538:HTHK7DSX3:4	MF93_S1_20_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_20_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_21	KFRAG_01541_A00953:535:HTK2MDSX3:4	MF93_S1_21_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_21_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_21	KFRAG_01541_A00953:538:HTHK7DSX3:4	MF93_S1_21_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_21_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_22	KFRAG_01542_A00953:535:HTK2MDSX3:4	MF93_S1_22_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_22_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_22	KFRAG_01542_A00953:538:HTHK7DSX3:4	MF93_S1_22_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_22_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_23	KFRAG_01543_A00953:535:HTK2MDSX3:4	MF93_S1_23_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_23_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_23	KFRAG_01543_A00953:538:HTHK7DSX3:4	MF93_S1_23_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_23_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_24	KFRAG_01544_A00953:535:HTK2MDSX3:4	MF93_S1_24_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_24_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_24	KFRAG_01544_A00953:538:HTHK7DSX3:4	MF93_S1_24_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_24_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_25	KFRAG_01545_A00953:535:HTK2MDSX3:4	MF93_S1_25_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_25_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_25	KFRAG_01545_A00953:538:HTHK7DSX3:4	MF93_S1_25_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_25_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_26	KFRAG_01546_A00953:535:HTK2MDSX3:4	MF93_S1_26_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_26_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_26	KFRAG_01546_A00953:538:HTHK7DSX3:4	MF93_S1_26_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_26_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_27	KFRAG_01547_A00953:535:HTK2MDSX3:4	MF93_S1_27_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_27_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_27	KFRAG_01547_A00953:538:HTHK7DSX3:4	MF93_S1_27_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_27_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_28	KFRAG_01548_A00953:535:HTK2MDSX3:4	MF93_S1_28_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_28_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_28	KFRAG_01548_A00953:538:HTHK7DSX3:4	MF93_S1_28_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_28_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_29	KFRAG_01549_A00953:535:HTK2MDSX3:4	MF93_S1_29_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_29_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_29	KFRAG_01549_A00953:538:HTHK7DSX3:4	MF93_S1_29_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_29_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_3	KFRAG_01523_A00953:535:HTK2MDSX3:4	MF93_S1_3_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_3_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_3	KFRAG_01523_A00953:538:HTHK7DSX3:4	MF93_S1_3_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_3_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_30	KFRAG_01550_A00953:535:HTK2MDSX3:4	MF93_S1_30_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_30_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_30	KFRAG_01550_A00953:538:HTHK7DSX3:4	MF93_S1_30_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_30_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_31	KFRAG_01551_A00953:535:HTK2MDSX3:4	MF93_S1_31_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_31_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_31	KFRAG_01551_A00953:538:HTHK7DSX3:4	MF93_S1_31_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_31_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_32	KFRAG_01552_A00953:535:HTK2MDSX3:4	MF93_S1_32_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_32_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_32	KFRAG_01552_A00953:538:HTHK7DSX3:4	MF93_S1_32_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_32_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_33	KFRAG_01553_A00953:535:HTK2MDSX3:4	MF93_S1_33_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_33_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_33	KFRAG_01553_A00953:538:HTHK7DSX3:4	MF93_S1_33_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_33_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_34	KFRAG_01554_A00953:535:HTK2MDSX3:4	MF93_S1_34_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_34_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_34	KFRAG_01554_A00953:538:HTHK7DSX3:4	MF93_S1_34_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_34_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_35	KFRAG_01555_A00953:535:HTK2MDSX3:4	MF93_S1_35_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_35_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_35	KFRAG_01555_A00953:538:HTHK7DSX3:4	MF93_S1_35_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_35_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_36	KFRAG_01556_A00953:535:HTK2MDSX3:4	MF93_S1_36_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_36_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_36	KFRAG_01556_A00953:538:HTHK7DSX3:4	MF93_S1_36_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_36_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_37	KFRAG_01557_A00953:535:HTK2MDSX3:4	MF93_S1_37_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_37_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_37	KFRAG_01557_A00953:538:HTHK7DSX3:4	MF93_S1_37_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_37_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_38	KFRAG_01558_A00953:535:HTK2MDSX3:4	MF93_S1_38_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_38_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_38	KFRAG_01558_A00953:538:HTHK7DSX3:4	MF93_S1_38_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_38_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_39	KFRAG_01559_A00953:535:HTK2MDSX3:4	MF93_S1_39_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_39_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_39	KFRAG_01559_A00953:538:HTHK7DSX3:4	MF93_S1_39_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_39_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_4	KFRAG_01524_A00953:535:HTK2MDSX3:4	MF93_S1_4_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_4_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_4	KFRAG_01524_A00953:538:HTHK7DSX3:4	MF93_S1_4_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_4_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_40	KFRAG_01560_A00953:535:HTK2MDSX3:4	MF93_S1_40_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_40_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_40	KFRAG_01560_A00953:538:HTHK7DSX3:4	MF93_S1_40_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_40_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_41	KFRAG_01561_A00953:535:HTK2MDSX3:4	MF93_S1_41_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_41_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_41	KFRAG_01561_A00953:538:HTHK7DSX3:4	MF93_S1_41_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_41_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_42	KFRAG_01562_A00953:535:HTK2MDSX3:4	MF93_S1_42_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_42_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_42	KFRAG_01562_A00953:538:HTHK7DSX3:4	MF93_S1_42_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_42_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_43	KFRAG_01563_A00953:535:HTK2MDSX3:4	MF93_S1_43_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_43_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_43	KFRAG_01563_A00953:538:HTHK7DSX3:4	MF93_S1_43_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_43_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_44	KFRAG_01564_A00953:535:HTK2MDSX3:4	MF93_S1_44_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_44_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_44	KFRAG_01564_A00953:538:HTHK7DSX3:4	MF93_S1_44_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_44_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_46	KFRAG_01565_A00953:535:HTK2MDSX3:4	MF93_S1_46_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_46_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_46	KFRAG_01565_A00953:538:HTHK7DSX3:4	MF93_S1_46_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_46_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_47	KFRAG_01566_A00953:535:HTK2MDSX3:4	MF93_S1_47_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_47_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_47	KFRAG_01566_A00953:538:HTHK7DSX3:4	MF93_S1_47_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_47_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_48	KFRAG_01567_A00953:535:HTK2MDSX3:4	MF93_S1_48_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_48_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_48	KFRAG_01567_A00953:538:HTHK7DSX3:4	MF93_S1_48_A00953:538:HTHK7DSX3:4-1.fq.gz	MF93_S1_48_A00953:538:HTHK7DSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
MF93_S1_49	KFRAG_01568_A00953:535:HTK2MDSX3:4	MF93_S1_49_A00953:535:HTK2MDSX3:4-1.fq.gz	MF93_S1_49_A00953:535:HTK2MDSX3:4-2.fq.gz	short	FALSE	FALSE	TRUE	FALSE
